human_gene_name,human_gene_acc,nmr_gene_name,nmr_gene_acc,perc_id,orthology_type,human_name_rep,nmr_name_rep,human_chr,nmr_chr
BLOC1S3,ENSG00000189114,ENSHGLG00000002749,ENSHGLG00000002749,88.5,ortholog_one2one,1.0,0.0,19,
BLTP1,ENSG00000138688,ENSHGLG00000003394,ENSHGLG00000003394,94.3773,ortholog_one2one,1.0,0.0,4,
BMERB1,ENSG00000166780,ENSHGLG00000015712,ENSHGLG00000015712,64.8148,ortholog_one2one,2.0,0.0,16,
BMP2,ENSG00000125845,ENSHGLG00000036956,ENSHGLG00000036956,93.924,ortholog_one2one,1.0,0.0,20,
BMP2K,ENSG00000138756,ENSHGLG00000004648,ENSHGLG00000004648,91.2837,ortholog_one2one,1.0,0.0,4,
BMP6,ENSG00000153162,BMP6,ENSHGLG00000015229,89.5257,ortholog_one2one,1.0,1.0,6,9
BMS1,ENSG00000165733,ENSHGLG00000000477,ENSHGLG00000000477,86.6036,ortholog_one2one,1.0,0.0,10,
BNC1,ENSG00000169594,ASIC2,ENSHGLG00000000958,98.0251,ortholog_one2one,1.0,1.0,15,20
BNIP3,ENSG00000176171,BNIP3,ENSHGLG00000016646,80.7175,ortholog_one2one,1.0,1.0,10,13
BNIP5,ENSG00000189325,ENSHGLG00000036842,ENSHGLG00000036842,49.7765,ortholog_one2one,1.0,0.0,6,
BORCS7,ENSG00000166275,ENSHGLG00000036337,ENSHGLG00000036337,35.0467,ortholog_one2one,1.0,0.0,10,
BORCS8-MEF2B,ENSG00000064489,ENSHGLG00000003123,ENSHGLG00000003123,43.222,ortholog_one2one,1.0,0.0,19,
BPIFA1,ENSG00000198183,ENSHGLG00000046577,ENSHGLG00000046577,70.8333,ortholog_one2one,1.0,0.0,20,
BPIFB4,ENSG00000186191,ENSHGLG00000017159,ENSHGLG00000017159,82.7523,ortholog_one2one,1.0,0.0,20,
BPIFB6,ENSG00000167104,ENSHGLG00000018086,ENSHGLG00000018086,74.9415,ortholog_one2one,1.0,0.0,20,
BPTF,ENSG00000171634,ENSHGLG00000046199,ENSHGLG00000046199,69.9029,ortholog_one2one,1.0,0.0,17,
BRAT1,ENSG00000106009,ENSHGLG00000039300,ENSHGLG00000039300,75.2294,ortholog_one2one,1.0,0.0,7,
BRCC3,ENSG00000185515,DEPDC1B,ENSHGLG00000019523,95.4631,ortholog_one2one,1.0,1.0,X,16
BRD1,ENSG00000100425,ENSHGLG00000017778,ENSHGLG00000017778,92.8753,ortholog_one2one,1.0,0.0,22,
BRF1,ENSG00000185024,ZFP36L1,ENSHGLG00000043934,98.5207,ortholog_one2one,1.0,1.0,14,26
BRI3,ENSG00000164713,ITM2C,ENSHGLG00000003561,89.781,ortholog_one2one,1.0,1.0,7,25
BRI3BP,ENSG00000184992,ENSHGLG00000033568,ENSHGLG00000033568,42.8169,ortholog_one2one,1.0,0.0,12,
BRINP3,ENSG00000162670,ENSHGLG00000004527,ENSHGLG00000004527,98.564,ortholog_one2one,1.0,0.0,1,
BRK1,ENSG00000254999,ENSHGLG00000035278,ENSHGLG00000035278,57.7236,ortholog_one2one,1.0,0.0,3,
BRME1,ENSG00000132016,ENSHGLG00000003199,ENSHGLG00000003199,42.6667,ortholog_one2one,2.0,0.0,19,
BRPF3,ENSG00000096070,ENSHGLG00000001377,ENSHGLG00000001377,90.9836,ortholog_one2one,1.0,0.0,6,
BRSK2,ENSG00000174672,ENSHGLG00000008575,ENSHGLG00000008575,93.3687,ortholog_one2one,2.0,0.0,11,
BRWD3,ENSG00000165288,ENSHGLG00000002063,ENSHGLG00000002063,94.5916,ortholog_one2one,1.0,0.0,X,
BST2,ENSG00000130303,ENSHGLG00000044674,ENSHGLG00000044674,30.6878,ortholog_one2one,1.0,0.0,19,
BTBD1,ENSG00000064726,ENSHGLG00000043959,ENSHGLG00000043959,75.3968,ortholog_one2one,1.0,0.0,15,
BTBD19,ENSG00000222009,ENSHGLG00000000480,ENSHGLG00000000480,46.9697,ortholog_one2one,1.0,0.0,1,
BTBD3,ENSG00000132640,ENSHGLG00000033672,ENSHGLG00000033672,98.4762,ortholog_one2one,1.0,0.0,20,
BTBD6,ENSG00000184887,BTBD6,ENSHGLG00000046326,90.6593,ortholog_one2one,1.0,1.0,14,26
BTF3L4,ENSG00000134717,BTF3L4,ENSHGLG00000033881,100.0,ortholog_one2one,1.0,1.0,1,7
BTG1,ENSG00000133639,ENSHGLG00000004775,ENSHGLG00000004775,93.75,ortholog_one2one,1.0,0.0,12,
BTN1A1,ENSG00000124557,ENSHGLG00000035658,ENSHGLG00000035658,65.0206,ortholog_one2one,2.0,0.0,6,
BTN2A2,ENSG00000124508,ENSHGLG00000040861,ENSHGLG00000040861,70.1299,ortholog_one2one,1.0,0.0,6,
BTN3A1,ENSG00000026950,ENSHGLG00000016072,ENSHGLG00000016072,19.9275,ortholog_one2one,1.0,0.0,6,
BUB1B-PAK6,ENSG00000259288,PAK6,ENSHGLG00000016154,92.6579,ortholog_one2one,1.0,1.0,15,2
BUD23,ENSG00000071462,BUD23,ENSHGLG00000010016,81.0714,ortholog_one2one,1.0,1.0,7,1
BZW1,ENSG00000082153,ENSHGLG00000034719,ENSHGLG00000034719,79.6053,ortholog_one2one,1.0,0.0,2,
C10orf53,ENSG00000178645,ENSHGLG00000002348,ENSHGLG00000002348,47.5806,ortholog_one2one,1.0,0.0,10,
C10orf62,ENSG00000203942,ENSHGLG00000033035,ENSHGLG00000033035,44.2446,ortholog_one2one,1.0,0.0,10,
C10orf88,ENSG00000119965,ENSHGLG00000039463,ENSHGLG00000039463,57.1691,ortholog_one2one,1.0,0.0,10,
C11orf52,ENSG00000149300,ENSHGLG00000039173,ENSHGLG00000039173,48.1928,ortholog_one2one,1.0,0.0,11,
C11orf68,ENSG00000175573,ENSHGLG00000037797,ENSHGLG00000037797,41.5781,ortholog_one2one,1.0,0.0,11,
C11orf87,ENSG00000185742,ENSHGLG00000019165,ENSHGLG00000019165,42.0655,ortholog_one2one,1.0,0.0,11,
C11orf91,ENSG00000205177,ENSHGLG00000034276,ENSHGLG00000034276,73.6559,ortholog_one2one,1.0,0.0,11,
C11orf97,ENSG00000257057,ENSHGLG00000014136,ENSHGLG00000014136,65.7534,ortholog_one2one,1.0,0.0,11,
C11orf98,ENSG00000278615,ENSHGLG00000020927,ENSHGLG00000020927,80.9917,ortholog_one2one,1.0,0.0,11,
C12orf50,ENSG00000165805,ENSHGLG00000000721,ENSHGLG00000000721,65.0424,ortholog_one2one,1.0,0.0,12,
C12orf71,ENSG00000214700,ENSHGLG00000036818,ENSHGLG00000036818,28.9552,ortholog_one2one,1.0,0.0,12,
C12orf75,ENSG00000235162,ENSHGLG00000035698,ENSHGLG00000035698,34.3511,ortholog_one2one,1.0,0.0,12,
C12orf76,ENSG00000174456,ENSHGLG00000047620,ENSHGLG00000047620,84.7222,ortholog_one2one,1.0,0.0,12,
C13orf46,ENSG00000283199,ENSHGLG00000002286,ENSHGLG00000002286,46.1538,ortholog_one2one,2.0,0.0,13,
C14orf39,ENSG00000179008,ENSHGLG00000010109,ENSHGLG00000010109,73.0903,ortholog_one2one,1.0,0.0,14,
C16orf54,ENSG00000185905,ENSHGLG00000039629,ENSHGLG00000039629,52.1978,ortholog_one2one,1.0,0.0,16,
C16orf78,ENSG00000166152,ENSHGLG00000008302,ENSHGLG00000008302,41.958,ortholog_one2one,1.0,0.0,16,
C16orf90,ENSG00000215131,ENSHGLG00000033083,ENSHGLG00000033083,53.1429,ortholog_one2one,1.0,0.0,16,
C16orf92,ENSG00000167194,ENSHGLG00000011015,ENSHGLG00000011015,35.5191,ortholog_one2one,1.0,0.0,16,
C17orf50,ENSG00000270806,ENSHGLG00000036876,ENSHGLG00000036876,44.7826,ortholog_one2one,1.0,0.0,17,
C17orf58,ENSG00000186665,ENSHGLG00000034857,ENSHGLG00000034857,88.6598,ortholog_one2one,1.0,0.0,17,
C18orf32,ENSG00000177576,ENSHGLG00000009081,ENSHGLG00000009081,31.6583,ortholog_one2one,1.0,0.0,18,
C18orf54,ENSG00000166845,ENSHGLG00000048044,ENSHGLG00000048044,80.4665,ortholog_one2one,1.0,0.0,18,
C19orf44,ENSG00000105072,ENSHGLG00000003381,ENSHGLG00000003381,37.9412,ortholog_one2one,1.0,0.0,19,
C1QL2,ENSG00000144119,C1QL2,ENSHGLG00000005027,94.7552,ortholog_one2one,1.0,1.0,2,3
C1QTNF6,ENSG00000133466,ENSHGLG00000034878,ENSHGLG00000034878,56.7839,ortholog_one2one,1.0,0.0,22,
C1orf122,ENSG00000197982,ENSHGLG00000014495,ENSHGLG00000014495,43.3036,ortholog_one2one,1.0,0.0,1,
C1orf21,ENSG00000116667,ENSHGLG00000018157,ENSHGLG00000018157,57.485,ortholog_one2one,1.0,0.0,1,
C1orf210,ENSG00000253313,ENSHGLG00000003735,ENSHGLG00000003735,41.8848,ortholog_one2one,1.0,0.0,1,
C1orf226,ENSG00000239887,ENSHGLG00000003369,ENSHGLG00000003369,31.1874,ortholog_one2one,1.0,0.0,1,
C1orf35,ENSG00000143793,ENSHGLG00000001640,ENSHGLG00000001640,45.7627,ortholog_one2one,1.0,0.0,1,
C1orf43,ENSG00000143612,ENSHGLG00000044522,ENSHGLG00000044522,82.7309,ortholog_one2one,1.0,0.0,1,
C1orf74,ENSG00000162757,ENSHGLG00000008197,ENSHGLG00000008197,81.3688,ortholog_one2one,1.0,0.0,1,
C1orf87,ENSG00000162598,ENSHGLG00000017890,ENSHGLG00000017890,63.5484,ortholog_one2one,1.0,0.0,1,
C2,ENSG00000166278,ENSHGLG00000042406,ENSHGLG00000042406,64.4444,ortholog_one2one,7.0,0.0,6,
C21orf58,ENSG00000160298,ENSHGLG00000017345,ENSHGLG00000017345,54.6392,ortholog_one2one,1.0,0.0,21,
C2CD6,ENSG00000155754,ENSHGLG00000033665,ENSHGLG00000033665,52.0408,ortholog_one2one,1.0,0.0,2,
C2orf15,ENSG00000273045,ENSHGLG00000038341,ENSHGLG00000038341,81.3187,ortholog_one2one,1.0,0.0,2,
C2orf66,ENSG00000187944,ENSHGLG00000045797,ENSHGLG00000045797,66.0,ortholog_one2one,1.0,0.0,2,
C2orf88,ENSG00000187699,ENSHGLG00000044500,ENSHGLG00000044500,65.5556,ortholog_one2one,1.0,0.0,2,
C3orf52,ENSG00000114529,ENSHGLG00000011603,ENSHGLG00000011603,40.5498,ortholog_one2one,1.0,0.0,3,
C4orf36,ENSG00000163633,ENSHGLG00000001308,ENSHGLG00000001308,36.4162,ortholog_one2one,2.0,0.0,4,
C4orf50,ENSG00000181215,ENSHGLG00000041518,ENSHGLG00000041518,50.2031,ortholog_one2one,1.0,0.0,4,
C5orf52,ENSG00000187658,ENSHGLG00000049302,ENSHGLG00000049302,32.9457,ortholog_one2one,1.0,0.0,5,
C5orf63,ENSG00000164241,ENSHGLG00000007860,ENSHGLG00000007860,40.8,ortholog_one2one,1.0,0.0,5,
C6orf132,ENSG00000188112,ENSHGLG00000030674,ENSHGLG00000030674,53.3776,ortholog_one2one,1.0,0.0,6,
C6orf136,ENSG00000204564,ENSHGLG00000043213,ENSHGLG00000043213,62.5641,ortholog_one2one,7.0,0.0,6,
C6orf141,ENSG00000197261,ENSHGLG00000041283,ENSHGLG00000041283,51.5152,ortholog_one2one,1.0,0.0,6,
C6orf15,ENSG00000206461,ENSHGLG00000047055,ENSHGLG00000047055,45.1253,ortholog_one2one,6.0,0.0,HSCHR6_MHC_QBL_CTG1,
C6orf58,ENSG00000184530,ENSHGLG00000050085,ENSHGLG00000050085,51.4377,ortholog_one2one,1.0,0.0,6,
C7orf25,ENSG00000136197,ENSHGLG00000041934,ENSHGLG00000041934,93.2153,ortholog_one2one,1.0,0.0,7,
C8orf33,ENSG00000182307,ENSHGLG00000038076,ENSHGLG00000038076,68.559,ortholog_one2one,2.0,0.0,8,
C8orf34,ENSG00000165084,ENSHGLG00000018481,ENSHGLG00000018481,77.0578,ortholog_one2one,1.0,0.0,8,
C8orf58,ENSG00000241852,ENSHGLG00000010238,ENSHGLG00000010238,45.5142,ortholog_one2one,1.0,0.0,8,
C8orf74,ENSG00000171060,ENSHGLG00000006715,ENSHGLG00000006715,50.3676,ortholog_one2one,2.0,0.0,8,
C8orf76,ENSG00000189376,ENSHGLG00000041473,ENSHGLG00000041473,49.0153,ortholog_one2one,1.0,0.0,8,
C9orf152,ENSG00000188959,ENSHGLG00000032111,ENSHGLG00000032111,71.9665,ortholog_one2one,1.0,0.0,9,
C9orf50,ENSG00000179058,ENSHGLG00000044327,ENSHGLG00000044327,40.6522,ortholog_one2one,1.0,0.0,9,
C9orf57,ENSG00000204669,ENSHGLG00000044859,ENSHGLG00000044859,55.0,ortholog_one2one,1.0,0.0,9,
C9orf72,ENSG00000147894,ENSHGLG00000008527,ENSHGLG00000008527,98.3368,ortholog_one2one,1.0,0.0,9,
C9orf78,ENSG00000136819,ENSHGLG00000044519,ENSHGLG00000044519,65.1685,ortholog_one2one,1.0,0.0,9,
CA10,ENSG00000154975,ENSHGLG00000012469,ENSHGLG00000012469,94.1691,ortholog_one2one,1.0,0.0,17,
CA4,ENSG00000167434,ENSHGLG00000010334,ENSHGLG00000010334,64.4231,ortholog_one2one,1.0,0.0,17,
CA5A,ENSG00000174990,ENSHGLG00000011507,ENSHGLG00000011507,34.6154,ortholog_one2one,1.0,0.0,16,
CA6,ENSG00000131686,ENSHGLG00000007712,ENSHGLG00000007712,44.8864,ortholog_one2one,1.0,0.0,1,
CABCOCO1,ENSG00000183346,CABCOCO1,ENSHGLG00000006002,66.0112,ortholog_one2one,1.0,1.0,10,13
CABP5,ENSG00000105507,ENSHGLG00000015393,ENSHGLG00000015393,73.2057,ortholog_one2one,1.0,0.0,19,
CABYR,ENSG00000154040,ENSHGLG00000007031,ENSHGLG00000007031,27.4298,ortholog_one2one,1.0,0.0,18,
CACNA1A,ENSG00000141837,ENSHGLG00000038601,ENSHGLG00000038601,63.662,ortholog_one2one,1.0,0.0,19,
CACNA1B,ENSG00000148408,ENSHGLG00000012917,ENSHGLG00000012917,92.1087,ortholog_one2one,1.0,0.0,9,
CACNA1C,ENSG00000151067,ENSHGLG00000015597,ENSHGLG00000015597,93.7814,ortholog_one2one,2.0,0.0,12,
CADM2,ENSG00000175161,ENSHGLG00000002905,ENSHGLG00000002905,88.6918,ortholog_one2one,1.0,0.0,3,
CALM2,ENSG00000143933,CALM2,ENSHGLG00000017572,86.7924,ortholog_one2one,1.0,1.0,2,4
CALML5,ENSG00000178372,ENSHGLG00000032878,ENSHGLG00000032878,48.4277,ortholog_one2one,1.0,0.0,10,
CALN1,ENSG00000183166,ENSHGLG00000014061,ENSHGLG00000014061,81.4103,ortholog_one2one,1.0,0.0,7,
CALU,ENSG00000128595,ENSHGLG00000002990,ENSHGLG00000002990,53.4247,ortholog_one2one,1.0,0.0,7,
CAMK2N1,ENSG00000162545,CAMK2N1,ENSHGLG00000014681,100.0,ortholog_one2one,1.0,1.0,1,7
CAMP,ENSG00000164047,ENSHGLG00000011422,ENSHGLG00000011422,45.3125,ortholog_one2one,1.0,0.0,3,
CAMTA1,ENSG00000171735,ENSHGLG00000004844,ENSHGLG00000004844,91.5411,ortholog_one2one,1.0,0.0,1,
CAMTA2,ENSG00000108509,ENSHGLG00000012913,ENSHGLG00000012913,82.8283,ortholog_one2one,1.0,0.0,17,
CAND2,ENSG00000144712,ENSHGLG00000015580,ENSHGLG00000015580,86.4078,ortholog_one2one,1.0,0.0,3,
CAP1,ENSG00000131236,PRSS8,ENSHGLG00000019338,72.9412,ortholog_one2one,1.0,1.0,1,23
CAPN11,ENSG00000137225,ENSHGLG00000034302,ENSHGLG00000034302,63.9594,ortholog_one2one,1.0,0.0,6,
CAPN2,ENSG00000162909,ENSHGLG00000033303,ENSHGLG00000033303,57.5203,ortholog_one2one,1.0,0.0,1,
CAPN6,ENSG00000077274,ENSHGLG00000002897,ENSHGLG00000002897,94.0718,ortholog_one2one,1.0,0.0,X,
CAPRIN1,ENSG00000135387,ENSHGLG00000008140,ENSHGLG00000008140,91.3279,ortholog_one2one,1.0,0.0,11,
CAPRIN2,ENSG00000110888,ENSHGLG00000007117,ENSHGLG00000007117,85.3246,ortholog_one2one,1.0,0.0,12,
CARD6,ENSG00000132357,ENSHGLG00000038929,ENSHGLG00000038929,51.417,ortholog_one2one,1.0,0.0,5,
CARHSP1,ENSG00000153048,ENSHGLG00000036166,ENSHGLG00000036166,40.1235,ortholog_one2one,1.0,0.0,16,
CASP10,ENSG00000003400,ENSHGLG00000035177,ENSHGLG00000035177,68.8285,ortholog_one2one,1.0,0.0,2,
CASP8,ENSG00000064012,ENSHGLG00000040561,ENSHGLG00000040561,65.272,ortholog_one2one,1.0,0.0,2,
CASP8AP2,ENSG00000118412,ENSHGLG00000050644,ENSHGLG00000050644,73.1231,ortholog_one2one,2.0,0.0,6,
CASS4,ENSG00000087589,ENSHGLG00000016990,ENSHGLG00000016990,61.185,ortholog_one2one,1.0,0.0,20,
CAST,ENSG00000310517,POLR1G,ENSHGLG00000002795,55.2677,ortholog_one2one,2.0,1.0,5,29
CASTOR2,ENSG00000274070,ENSHGLG00000012588,ENSHGLG00000012588,97.4763,ortholog_one2one,1.0,0.0,7,
CATSPER1,ENSG00000175294,ENSHGLG00000015601,ENSHGLG00000015601,48.5294,ortholog_one2one,1.0,0.0,11,
CATSPER2,ENSG00000166762,ENSHGLG00000014701,ENSHGLG00000014701,59.7656,ortholog_one2one,1.0,0.0,15,
CATSPER4,ENSG00000188782,ENSHGLG00000003723,ENSHGLG00000003723,65.0,ortholog_one2one,1.0,0.0,1,
CATSPERE,ENSG00000179397,ENSHGLG00000041745,ENSHGLG00000041745,60.7143,ortholog_one2one,1.0,0.0,1,
CATSPERZ,ENSG00000219435,ENSHGLG00000044117,ENSHGLG00000044117,45.5882,ortholog_one2one,1.0,0.0,11,
CAVIN1,ENSG00000177469,CAVIN1,ENSHGLG00000018343,70.2222,ortholog_one2one,1.0,1.0,17,20
CAVIN2,ENSG00000168497,ENSHGLG00000038831,ENSHGLG00000038831,69.0987,ortholog_one2one,1.0,0.0,2,
CBLN4,ENSG00000054803,ENSHGLG00000014853,ENSHGLG00000014853,89.1089,ortholog_one2one,1.0,0.0,20,
CBR3,ENSG00000159231,ENSHGLG00000036095,ENSHGLG00000036095,79.3478,ortholog_one2one,1.0,0.0,21,
CBR4,ENSG00000145439,ENSHGLG00000032370,ENSHGLG00000032370,79.1822,ortholog_one2one,1.0,0.0,4,
CBX3,ENSG00000122565,CBX3,ENSHGLG00000014772,100.0,ortholog_one2one,1.0,1.0,7,14
CBY3,ENSG00000204659,ENSHGLG00000014040,ENSHGLG00000014040,50.7177,ortholog_one2one,2.0,0.0,5,
CCBE1,ENSG00000183287,ENSHGLG00000018589,ENSHGLG00000018589,68.5185,ortholog_one2one,1.0,0.0,18,
CCDC102B,ENSG00000150636,ENSHGLG00000025635,ENSHGLG00000025635,58.5263,ortholog_one2one,1.0,0.0,18,
CCDC125,ENSG00000183323,ENSHGLG00000000509,ENSHGLG00000000509,62.08,ortholog_one2one,2.0,0.0,5,
CCDC146,ENSG00000135205,ENSHGLG00000013766,ENSHGLG00000013766,75.3465,ortholog_one2one,1.0,0.0,7,
CCDC150,ENSG00000144395,ENSHGLG00000003131,ENSHGLG00000003131,69.2308,ortholog_one2one,1.0,0.0,2,
CCDC159,ENSG00000183401,ENSHGLG00000040073,ENSHGLG00000040073,44.0722,ortholog_one2one,1.0,0.0,19,
CCDC166,ENSG00000278749,ENSHGLG00000015050,ENSHGLG00000015050,68.8525,ortholog_one2one,2.0,0.0,HSCHR8_3_CTG7,
CCDC175,ENSG00000151838,ENSHGLG00000036500,ENSHGLG00000036500,56.7696,ortholog_one2one,1.0,0.0,14,
CCDC180,ENSG00000197816,ENSHGLG00000002600,ENSHGLG00000002600,70.8437,ortholog_one2one,1.0,0.0,9,
CCDC196,ENSG00000196553,ENSHGLG00000015902,ENSHGLG00000015902,67.1429,ortholog_one2one,1.0,0.0,14,
CCDC25,ENSG00000147419,CCDC25,ENSHGLG00000007627,83.6207,ortholog_one2one,1.0,1.0,8,6
CCDC27,ENSG00000162592,ENSHGLG00000018304,ENSHGLG00000018304,60.8434,ortholog_one2one,1.0,0.0,1,
CCDC33,ENSG00000140481,CCDC33,ENSHGLG00000014900,70.1807,ortholog_one2one,2.0,1.0,15,27
CCDC38,ENSG00000165972,ENSHGLG00000008652,ENSHGLG00000008652,70.3901,ortholog_one2one,1.0,0.0,12,
CCDC68,ENSG00000166510,ENSHGLG00000011116,ENSHGLG00000011116,85.3293,ortholog_one2one,1.0,0.0,18,
CCDC73,ENSG00000186714,ENSHGLG00000006208,ENSHGLG00000006208,66.1197,ortholog_one2one,1.0,0.0,11,
CCDC82,ENSG00000149231,ENSHGLG00000013992,ENSHGLG00000013992,82.0663,ortholog_one2one,1.0,0.0,11,
CCDC88A,ENSG00000115355,CCDC88A,ENSHGLG00000008470,88.5319,ortholog_one2one,1.0,1.0,2,4
CCDC92B,ENSG00000277200,CCDC92B,ENSHGLG00000014026,79.4466,ortholog_one2one,1.0,1.0,17,20
CCDC93,ENSG00000125633,ENSHGLG00000016311,ENSHGLG00000016311,86.2629,ortholog_one2one,1.0,0.0,2,
CCIN,ENSG00000185972,ENSHGLG00000040776,ENSHGLG00000040776,77.2616,ortholog_one2one,1.0,0.0,9,
CCL14,ENSG00000276409,ENSHGLG00000036900,ENSHGLG00000036900,39.6226,ortholog_one2one,2.0,0.0,17,
CCL16,ENSG00000275152,ENSHGLG00000047538,ENSHGLG00000047538,62.7119,ortholog_one2one,2.0,0.0,17,
CCL24,ENSG00000106178,ENSHGLG00000018355,ENSHGLG00000018355,38.9744,ortholog_one2one,1.0,0.0,7,
CCL5,ENSG00000271503,ENSHGLG00000005395,ENSHGLG00000005395,47.8261,ortholog_one2one,2.0,0.0,17,
CCL8,ENSG00000108700,ENSHGLG00000001025,ENSHGLG00000001025,46.5649,ortholog_one2one,1.0,0.0,17,
CCN2,ENSG00000118523,ENSHGLG00000014775,ENSHGLG00000014775,86.0465,ortholog_one2one,1.0,0.0,6,
CCN3,ENSG00000136999,CCN3,ENSHGLG00000005949,65.493,ortholog_one2one,1.0,1.0,8,21
CCN6,ENSG00000112761,ENSHGLG00000044152,ENSHGLG00000044152,92.3077,ortholog_one2one,1.0,0.0,6,
CCNB2,ENSG00000157456,ENSHGLG00000015169,ENSHGLG00000015169,88.4521,ortholog_one2one,1.0,0.0,15,
CCNL1,ENSG00000163660,ENSHGLG00000011933,ENSHGLG00000011933,97.9167,ortholog_one2one,1.0,0.0,3,
CCNYL1,ENSG00000163249,ENSHGLG00000008485,ENSHGLG00000008485,89.823,ortholog_one2one,1.0,0.0,2,
CCR4,ENSG00000183813,CNOT6,ENSHGLG00000017756,90.2027,ortholog_one2one,1.0,1.0,3,4
CCR8,ENSG00000179934,ENSHGLG00000021278,ENSHGLG00000021278,76.0563,ortholog_one2one,1.0,0.0,3,
CCRL2,ENSG00000121797,ENSHGLG00000034264,ENSHGLG00000034264,49.7041,ortholog_one2one,1.0,0.0,3,
CCT2,ENSG00000166226,ENSHGLG00000008939,ENSHGLG00000008939,81.3726,ortholog_one2one,1.0,0.0,12,
CCT6B,ENSG00000132141,ENSHGLG00000016039,ENSHGLG00000016039,73.0159,ortholog_one2one,1.0,0.0,17,
CD109,ENSG00000156535,ENSHGLG00000000949,ENSHGLG00000000949,84.2657,ortholog_one2one,1.0,0.0,6,
CD163,ENSG00000177575,ENSHGLG00000001784,ENSHGLG00000001784,70.2479,ortholog_one2one,1.0,0.0,12,
CD1C,ENSG00000158481,ENSHGLG00000036321,ENSHGLG00000036321,59.8338,ortholog_one2one,1.0,0.0,1,
CD209,ENSG00000090659,ENSHGLG00000017766,ENSHGLG00000017766,62.6374,ortholog_one2one,1.0,0.0,19,
CD24,ENSG00000272398,ENSHGLG00000040571,ENSHGLG00000040571,42.1053,ortholog_one2one,1.0,0.0,6,
CD300C,ENSG00000167850,ENSHGLG00000004186,ENSHGLG00000004186,57.7465,ortholog_one2one,2.0,0.0,17,
CD320,ENSG00000167775,ENSHGLG00000013199,ENSHGLG00000013199,45.2247,ortholog_one2one,1.0,0.0,19,
CD55,ENSG00000196352,ENSHGLG00000029931,ENSHGLG00000029931,27.8409,ortholog_one2one,1.0,0.0,1,
CD6,ENSG00000013725,ENSHGLG00000013374,ENSHGLG00000013374,47.9876,ortholog_one2one,1.0,0.0,11,
CD7,ENSG00000173762,ENSHGLG00000045188,ENSHGLG00000045188,54.1063,ortholog_one2one,1.0,0.0,17,
CD8A,ENSG00000153563,ENSHGLG00000048608,ENSHGLG00000048608,45.4248,ortholog_one2one,1.0,0.0,2,
CDC27,ENSG00000004897,ENSHGLG00000016008,ENSHGLG00000016008,97.5669,ortholog_one2one,1.0,0.0,17,
CDC42BPA,ENSG00000143776,ENSHGLG00000004246,ENSHGLG00000004246,93.5991,ortholog_one2one,1.0,0.0,1,
CDC45,ENSG00000093009,CDC45,ENSHGLG00000015159,89.966,ortholog_one2one,1.0,1.0,22,23
CDCP2,ENSG00000157211,ENSHGLG00000007958,ENSHGLG00000007958,65.1042,ortholog_one2one,1.0,0.0,1,
CDH1,ENSG00000039068,FZR1,ENSHGLG00000019224,98.783,ortholog_one2one,1.0,1.0,16,29
CDH15,ENSG00000129910,ENSHGLG00000050558,ENSHGLG00000050558,41.8647,ortholog_one2one,1.0,0.0,16,
CDH18,ENSG00000145526,ENSHGLG00000000292,ENSHGLG00000000292,96.4557,ortholog_one2one,1.0,0.0,5,
CDH20,ENSG00000101542,PCDHGB4,ENSHGLG00000008984,75.6168,ortholog_one2one,1.0,1.0,18,6
CDH23,ENSG00000107736,ENSHGLG00000015060,ENSHGLG00000015060,92.1828,ortholog_one2one,1.0,0.0,10,
CDH4,ENSG00000280641,ENSHGLG00000038944,ENSHGLG00000038944,80.0,ortholog_one2one,2.0,0.0,HSCHR20_1_CTG2,
CDH5,ENSG00000179776,ENSHGLG00000013876,ENSHGLG00000013876,75.3494,ortholog_one2one,1.0,0.0,16,
CDH6,ENSG00000113361,ENSHGLG00000003229,ENSHGLG00000003229,96.5823,ortholog_one2one,1.0,0.0,5,
CDH8,ENSG00000150394,ENSHGLG00000012608,ENSHGLG00000012608,95.9497,ortholog_one2one,1.0,0.0,16,
CDH9,ENSG00000113100,ENSHGLG00000003675,ENSHGLG00000003675,92.5222,ortholog_one2one,1.0,0.0,5,
CDIN1,ENSG00000186073,ENSHGLG00000046519,ENSHGLG00000046519,83.6806,ortholog_one2one,1.0,0.0,15,
CDK15,ENSG00000138395,ENSHGLG00000009970,ENSHGLG00000009970,88.7356,ortholog_one2one,1.0,0.0,2,
CDK20,ENSG00000156345,ENSHGLG00000006210,ENSHGLG00000006210,71.3542,ortholog_one2one,1.0,0.0,9,
CDK2AP1,ENSG00000111328,ENSHGLG00000012796,ENSHGLG00000012796,35.443,ortholog_one2one,1.0,0.0,12,
CDK3,ENSG00000250506,ENSHGLG00000039392,ENSHGLG00000039392,45.977,ortholog_one2one,1.0,0.0,17,
CDK5RAP2,ENSG00000136861,ENSHGLG00000014515,ENSHGLG00000014515,82.7824,ortholog_one2one,1.0,0.0,9,
CDK7,ENSG00000134058,ENSHGLG00000045518,ENSHGLG00000045518,95.4023,ortholog_one2one,2.0,0.0,5,
CDKL3,ENSG00000006837,ENSHGLG00000018175,ENSHGLG00000018175,58.6207,ortholog_one2one,1.0,0.0,5,
CDKN1C,ENSG00000129757,ENSHGLG00000032945,ENSHGLG00000032945,64.5669,ortholog_one2one,2.0,0.0,11,
